the_geom,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON
POINT (-122.412757008592 37.753462947462),1527,1043 TREAT AVE,UNKNOWN,TREAT,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:52 AM +0000,{E881E358-E0EF-4482-AC7E-15C601976BFF},2010,0,37.753458,-122.412744
POINT (-122.485117008652 37.780382947435),1004,6114 GEARY BLVD,Avetex Furniture,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{F6077252-01A0-41C6-95C7-D97543B21BC4},2006,0,37.780378,-122.485104
POINT (-122.412558908752 37.76326086842),1138,2125 HARRISON ST,Like Twice,HARRISON,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:39 AM +0000,{BF363792-3CA5-4741-82AB-FECF898AC6F1},2013,7,37.763256,-122.412546
POINT (-122.425752008417 37.778167947375),1246,555 FULTON ST,multiple,FULTON,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{3BDEBF0D-3956-4392-AAE0-CD86099B8B5C},2006,0,37.778163,-122.425739
POINT (-122.42090700928 37.793123947645),2385,1760 POLK ST,La Parilla Grill Restaurant,POLK,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{A5F255AF-B898-4672-AE81-85B6DBEF2520},2010,0,37.793119,-122.420894
POINT (-122.4116150089 37.780643947898),918,1073 MARKET ST,Huckleberry Bicycles,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{831811D8-8318-4E00-B720-E89986B97689},2011,11,37.780639,-122.411602
POINT (-122.392668009102 37.777205947754),2716,225 KING ST,Rich Sorro Commons,KING,SIDEWALK,3,3,,,MTA,10/21/2017 12:22:03 AM +0000,{0026FEE1-FDE7-4259-BA7F-DB712BA514A5},2004,0,37.777201,-122.392655
POINT (-122.421608208876 37.77359970795),1345,1658 MARKET ST,Zuni Cafe,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:20 AM +0000,{DFA67DA9-713D-4911-BCBD-1A07B6936129},0,0,37.773595,-122.421595
POINT (-122.413449986474 37.780892624327),909,77 MCALLISTER ST,California Bakery,MCALLISTER,SIDEWALK,1,2,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:47 AM +0000,{5A3B63D3-52EE-49B5-824A-6D238BA5C25D},2015,10,37.780888,-122.413437
POINT (-122.459318708667 37.747864648429),1070,354 LAGUNA HONDA BLVD,Muni Laguna Honda Station,LAGUNA HONDA,SIDEWALK,4,8,,,MTA,10/21/2017 12:21:23 AM +0000,{46E6D4C7-DF27-4ED7-8B82-3F2772C9F6DD},2010,11,37.74786,-122.459305
POINT (-122.433945008726 37.771878948092),606,700 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{4F7A1D9C-5F9D-4826-A9CE-CFC19874A4B6},2002,0,37.771874,-122.433932
POINT (-122.402843008613 37.77352494793),511,780 BRANNAN ST,ATS Auto Body,GILBERT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:34 AM +0000,{FD0CA1A3-6387-461C-8BAF-17D04030804D},2012,4,37.77352,-122.40283
POINT (-122.406661308427 37.741743727437),1794,366 BAYSHORE BLVD,Jack in the Box,BAYSHORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{9FFCFD4A-C91C-4FDA-8273-FD139F46190E},2002,0,37.741739,-122.406648
POINT (-122.420596008778 37.791911948004),578,1620 POLK ST,Good Vibrations,POLK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{5229149E-7607-4CAC-9251-576098773B52},2003,0,37.791907,-122.420583
POINT (-122.410989008343 37.782043948027),1726,1000 MARKET ST,Community Housing Partnership San Cristina,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{4A3113CB-ADF4-4CFE-A3EA-1E2C709B1852},2002,0,37.782039,-122.410976
POINT (-122.464629408029 37.782677747625),706,309 06TH AVE,Little Vietnam Cafe,06TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{0007167C-FA12-4A4D-8A1B-7068F3B4B00C},2015,1,37.782673,-122.464616
POINT (-122.420199809496 37.750874237877),739,1387 VALENCIA ST,Synergy School,VALENCIA,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:21 AM +0000,{FB1F4AC2-EF18-4E8E-844E-92392C630C10},2011,3,37.750869,-122.420187
POINT (-122.434008007839 37.788465947834),1441,2043 FILLMORE ST,La Boulange Cafe & Bakery,FILLMORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{D3ED6EC7-4869-4418-9D00-DA6A900913CA},2010,0,37.788461,-122.433995
POINT (-122.404370008688 37.750999947362),205,None,Potrero Del Sol Park,SAN BRUNO,PARCEL,2,4,,,MTA,10/21/2017 12:21:24 AM +0000,{EDE90086-797D-47A1-A165-1275A0429076},0,0,37.750995,-122.404357
POINT (-122.438756008214 37.773439947922),2961,310 BRODERICK ST,Peet's Coffee,BRODERICK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{C336A1C7-FC48-4626-9D47-FA4D51AF0645},2012,8,37.773435,-122.438743
POINT (-122.504692169396 37.753069952307),3428,3830 Noriega,indosole,NORIEGA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{1D7CFA87-A1D6-447C-A39C-7B87B8DC3326},2016,8,37.753065,-122.504679
POINT (-122.419063885096 37.807882150786),2874,Jefferson and Leavenworth,Port of San Francisco,JEFFERSON,SIDEWALK,6,12,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{2FB447DB-D87F-44A4-988F-0AAD98009105},2015,10,37.807877,-122.419051
POINT (-122.418978208662 37.746637648094),2486,3151 MISSION ST,Nina's Cleaners,PRECITA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{EA25C638-9097-441D-8D91-98AC4DB361F6},2015,1,37.746633,-122.418965
POINT (-122.410405009539 37.766477947675),1686,1655 BRYANT ST,UPSP,BRYANT,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{631E8355-916A-4781-A7D6-A8D4CC041973},2002,0,37.766473,-122.410392
POINT (-122.433656008332 37.733984947571),1331,2815 DIAMOND ST,UNKNOWN,DIAMOND,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{1CB5A4C8-0DDF-4ADF-82AE-AE92FF113E0A},2006,0,37.73398,-122.433643
POINT (-122.429177608814 37.767890947678),1915,198 CHURCH ST,Churchill,CHURCH; 14TH,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:50 AM +0000,{626DDDB9-A3E7-47E3-9FFA-9D14A0497786},2015,7,37.767886,-122.429164
POINT (-122.466227008799 37.783132948627),287,642 CLEMENT ST,Richmond Republic Draught House,CLEMENT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{BCFF3FAB-16EC-4D7B-87EA-F0C5347DE29D},2015,6,37.783128,-122.466214
POINT (-122.422173007776 37.7964869481),2029,2141 POLK ST,Street Restaurant,POLK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{0B95E78A-1F39-4EE7-8B3C-0D2C178A65EB},2002,0,37.796482,-122.42216
POINT (-122.410399008732 37.746971948193),893,500 PRECITA AVE,Precita Park Cafe,PRECITA,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{9E942C0A-9048-403D-B736-F17B7CA23494},2013,3,37.746967,-122.410386
POINT (-122.418897808499 37.782731547307),259,626 POLK ST,Tenderloin Housing Clinic,POLK,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:19 AM +0000,{02B61C25-615C-4A3F-813D-82CDAC574EEF},2015,1,37.782727,-122.418885
POINT (-122.403908008682 37.765370948306),1112,350 KANSAS ST,UNKNOWN,KANSAS,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{A315455B-4ED8-4062-978A-B975911C2F56},2004,0,37.765366,-122.403895
POINT (-122.418977149723 37.739533652827),3556,249 Cortland Avenue,Healthy Spirits,CORTLAND,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{F4C4D5B8-BAD0-4FD1-8A82-334EC184CDA0},2016,7,37.739529,-122.418964
POINT (-122.47590100771 37.738366218037),2381,2699 19TH AVE,Sava Pool,19TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{E4D2DC40-ABB7-42B8-84B0-D1983369C210},2002,0,37.738361,-122.475888
POINT (-122.426412908035 37.742619047452),483,1767 CHURCH ST,Curator SF,CHURCH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:20 AM +0000,{04376252-1DAD-4C74-A476-5A06FB48F323},2015,1,37.742614,-122.4264
POINT (-122.411124275016 37.761051423632),3560,650A Florida St,Green Cleaners,FLORIDA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{2E2E082D-2366-4D09-9E0E-26884260CB23},2016,7,37.761046,-122.411111
POINT (-122.421240008417 37.794338948164),2161,1900 POLK ST,Bell Tower,POLK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{8FF8C7F2-FD9E-45A1-A9B4-AD2B7073AF16},2002,0,37.794334,-122.421227
POINT (-122.400865008698 37.782056948434),262,795 FOLSOM ST,Subway,FOLSOM,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{DD62E2AA-E309-4116-BA73-9C685AAA26C6},2013,1,37.782052,-122.400852
POINT (-122.41506900815 37.773132948295),327,201 11TH ST,Discount Fabrics,11TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{9883ECB3-C5A0-4D48-837C-8EEAC983379C},2013,4,37.773128,-122.415056
POINT (-122.50569276763 37.752888174381),3433,3925 Noriega,Sunset Neighborhood Beacon Center,NORIEGA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{3B0E80FD-8FA2-45C7-9518-76C1BEFD86EF},2016,8,37.752883,-122.50568
POINT (-122.392251409172 37.792249098022),1545,180 STEUART ST,USPS,STEUART,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{831FBF04-C205-46E9-B0D2-06191EC9CD63},2010,11,37.792244,-122.392238
POINT (-122.390554009247 37.736097947541),2126,4622 03RD ST,United Beauty Salon,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{AEC21278-1109-40DB-AA06-0F5D80DF42FB},2004,0,37.736093,-122.390541
POINT (-122.466575008467 37.762370948149),480,420 JUDAH ST,Dash Cafe,JUDAH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{9C327A31-D723-4B50-AC72-5C5C56C76AAA},2013,7,37.762366,-122.466562
POINT (-122.441417208463 37.785258448118),1980,2498 SUTTER ST,Stewart's Market,SUTTER,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{83E0D23B-F136-4BC1-9FCD-9D4B49B4656B},2013,9,37.785254,-122.441404
POINT (-122.478884708678 37.753898187671),2844,1405 NORIEGA ST,UNKNOWN,NORIEGA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{2D284CE9-31F7-4447-9CB5-EBEE8D4C141F},2003,0,37.753893,-122.478871
POINT (-122.427416008183 37.749528947456),1535,1326 CHURCH ST,Valley Chiropractic,CHURCH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{6CC7F112-6CF2-4E29-80DC-44D3197316AC},2005,0,37.749524,-122.427403
POINT (-122.463741009514 37.777458947554),2256,450 BALBOA ST,Melisa's Chinese Cuisine,BALBOA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{BD066944-251E-4D2F-A00F-18696CA9555C},2013,9,37.777454,-122.463728
POINT (-122.420902090418 37.791145528237),3390,1563 polk,Brownie's hardware,POLK,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{4CCF614D-6CD5-4872-88D0-038C589F7D2C},2016,8,37.791141,-122.420889
POINT (-122.424053009368 37.771075948184),1440,1825 MARKET ST,Get Lost Travel Books,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{111027C3-5EB1-420C-8132-B3106A5AD058},2002,0,37.771071,-122.42404
POINT (-122.390942009089 37.735119948267),1859,4744 03RD ST,Positive Directiond Equals Change,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{00242608-4783-4749-BCD0-5EBFEA9EA450},0,0,37.735115,-122.390929
POINT (-122.44662300944 37.770064948297),824,1474 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{F7F45D37-6FE0-4D53-86D4-4AA5C3F937AD},2004,0,37.77006,-122.44661
POINT (-122.42223290889 37.76513938862),1286,3100 16TH ST,Val 16 Market,16TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{2C311E65-0B12-434C-988B-49BF0838F0ED},2004,0,37.765134,-122.42222
POINT (-122.393418009297 37.777641947485),685,298 KING ST,The Beacon,KING,SIDEWALK,7,7,,,MTA,10/21/2017 12:21:22 AM +0000,{5EF4D903-6C19-4C6D-81A4-141E4D3C6C11},0,0,37.777637,-122.393405
POINT (-122.423204008986 37.752100947866),1017,1198 GUERRERO ST,24 Guerrero Cleaners,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:48 AM +0000,{FB8E622F-1179-4376-A61D-59956FD108C6},2013,5,37.752096,-122.423191
POINT (-122.444350347044 37.774232521844),3024,1696 HAYES ST,Central Coffee,HAYES,SIDEWALK,4,8,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:47 AM +0000,{6F2D8DE7-A277-476C-8CA9-C7DB5E5D5CF2},2015,10,37.774228,-122.444337
POINT (-122.432895008086 37.785620947425),345,1724 FILLMORE ST,Citrine Salon,FILLMORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{6F28852A-6ED1-40F8-84B2-492B1F43D894},2002,0,37.785616,-122.432882
POINT (-122.434710808232 37.763372948207),643,2370 MARKET ST,UPS Store,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:36 AM +0000,{21B5288A-EDCA-4D72-B230-E82C8E7E806C},2015,1,37.763368,-122.434698
POINT (-122.481165508868 37.743832048391),2274,2345 24TH AVE,SFPD Taraval Station,24TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:51 AM +0000,{FAA225BD-4C53-4DBB-99FC-80AC655780F6},2015,1,37.743827,-122.481152
POINT (-122.42511760883 37.763900648162),394,333 DOLORES ST,Children's Day School,DOLORES,SIDEWALK,5,10,,,MTA,10/21/2017 12:21:20 AM +0000,{2D534BA5-8027-415E-95F3-6ED2F62DA8B5},2015,1,37.763896,-122.425104
POINT (-122.424173008679 37.768214948115),1454,496 14TH ST,Thieve's Tavern,14TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:49 AM +0000,{ADC6AB23-D937-4872-9BA0-DA149BC694A7},2004,0,37.76821,-122.42416
POINT (-122.438430808783 37.777358247349),3226,855 Divisidero St,El Rancho Grande Taqueria,DIVISADERO,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:48 AM +0000,{4B310F4E-1C7B-422B-9A00-8DCBF04812EF},2017,4,37.777353,-122.438418
POINT (-122.405662308436 37.789789048001),1083,305 GRANT AVE,Au Top Coiffure,GRANT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{47E3B0F5-989A-475F-8BBA-28FDA13C3C62},2015,1,37.789784,-122.405649
POINT (-122.412601009511 37.764815948565),73,350 ALABAMA ST,Addiction Salon,ALABAMA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{0D33FA49-7E36-425B-948A-C1ECF5D2F47B},2011,3,37.764811,-122.412588
POINT (-122.421778308633 37.783466168296),1295,939 ELLIS ST,Bay Area Air Quality Management District,ELLIS,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:22 AM +0000,{85ACCB15-0CE0-49E4-9C07-1ABFA53C9E52},1997,8,37.783461,-122.421765
POINT (-122.410785008902 37.781218947211),436,1035 MARKET ST,AIDS LifeCycle office,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:20 AM +0000,{6578001B-F3A1-4DCD-B839-622764982F6D},2011,5,37.781214,-122.410772
POINT (-122.43528020916 37.799807027916),2990,2055 LOMBARD ST,Lombard Garage,LOMBARD,GARAGE,5,10,,,MTA,10/21/2017 12:21:39 AM +0000,{1372D4D6-1C95-4E60-8BBD-0F9C0A36A532},2014,2,37.799802,-122.435267
POINT (-122.416178009389 37.774582948298),2571,1453 MISSION ST,California Institute of Integral Studies,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{1EBC945D-4A16-49A4-A110-9C3DCAD830EA},0,0,37.774578,-122.416165
POINT (-122.413686009436 37.771280948503),551,320 11TH ST,Liqour Store,11TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{F95A0048-4363-410F-8ADF-4D9080B978DA},0,0,37.771276,-122.413673
POINT (-122.40118800908 37.789878947775),1406,564 MARKET ST,Dharmaspace Pilates,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{DAE09400-1604-420F-AD99-D724EDAB2696},2003,0,37.789874,-122.401175
POINT (-122.409386008456 37.774975948529),2529,301 08TH ST,Prelinger Library,08TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{D3AA4808-AAE0-4FDB-924D-990BFEEB2A63},2002,0,37.774971,-122.409373
POINT (-122.466497839875 37.765832569522),5,807 LINCOLN WAY,Little Shamrock,LINCOLN,SIDEWALK,1,2,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:50 AM +0000,{7665F688-8FD1-404A-B1CE-C382B089D8E4},2015,11,37.765828,-122.466485
POINT (-122.422956008761 37.789049948407),2922,1477 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{1D3F73E6-6F87-429E-8078-A6BEEC7A63C0},2004,0,37.789045,-122.422943
POINT (-122.420070308916 37.756896127453),2329,3255 21ST ST,Mission Bartlett Garage,21ST,GARAGE,9,18,,,MTA,10/21/2017 12:21:53 AM +0000,{9E018545-0DBF-4BFE-A125-BF39ABDBE11A},2013,10,37.756891,-122.420057
POINT (-122.4387700093 37.800208947745),2098,2159 CHESTNUT ST,Gap,CHESTNUT,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{8D010365-63D6-4CCD-9C63-8FA6C8A4A2AB},2004,0,37.800204,-122.438757
POINT (-122.447385008424 37.787485947532),1830,3200 CALIFORNIA ST,Jewish Communtiy Center,CALIFORNIA,SIDEWALK,4,8,,,MTA,10/21/2017 12:21:49 AM +0000,{C5442DB9-F006-4F11-87ED-52E009F79599},2012,0,37.787481,-122.447372
POINT (-122.39964430811 37.794643798045),1401,1 EMBARCADERO CENTER,1 Embarcadero Center,CLAY,GARAGE,7,14,,,MTA,10/21/2017 12:21:20 AM +0000,{EB030A8B-1DBD-4091-B19A-850CF3CF7A92},0,0,37.794639,-122.399631
POINT (-122.41880400897 37.752398948324),633,3316 24TH ST,Dance Mission Theatre,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{29FD2896-B51D-4591-ACBF-FEFA2E598BEF},2004,0,37.752394,-122.418791
POINT (-122.404552047245 37.711435962205),3295,37 Leland Avenue,Visitation Dental Office,LELAND,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:50 AM +0000,{AB267C70-DA1A-4D9A-B175-D149CAFBE522},2017,2,37.711431,-122.404539
POINT (-122.484285537701 37.782127976179),3235,2342 Clement St,Royal Ground Coffee,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:48 AM +0000,{231D9372-84B8-48F4-83C6-D903FB89DAEE},2017,5,37.782123,-122.484272
POINT (-122.428874009122 37.723937947489),2150,300 NAPLES ST,Don Chuys Mexi-Mercado,NAPLES,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{4B904AA3-22FE-4658-8C92-EECCEE0BC10F},2002,0,37.723933,-122.428861
POINT (-122.462337008201 37.781348947342),3006,4000 GEARY BLVD,Ken & Mary Hair Salon,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:47 AM +0000,{873404C5-E71C-4C39-AF52-381FC25F2F3F},2003,0,37.781344,-122.462324
POINT (-122.433627008283 37.763343947544),1045,2323 MARKET ST,D & H Jewelers,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{934482B5-4C14-4342-810A-4969377FD8DF},2011,5,37.763339,-122.433614
POINT (-122.420475422623 37.789903879433),3400,1426 polk,New village cafe,POLK,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{91C9E99D-539E-487C-8C73-196CB36D6014},2016,8,37.789899,-122.420462
POINT (-122.410989008343 37.782043948027),290,1020 MARKET ST,Show Dogs Sausages,MARKET,PARCEL,3,6,,,MTA,10/21/2017 12:21:19 AM +0000,{75A586C1-2536-4875-A5CE-AA0679008D92},2013,0,37.782039,-122.410976
POINT (-122.477374104398 37.776562052262),1901,1737 BALBOA ST,Orson's Belly,BALBOA,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:50 AM +0000,{22E907D0-C76A-485B-A867-D42F99C566F3},2015,8,37.776557,-122.477361
POINT (-122.451366008366 37.787901947308),986,3556 SACRAMENTO ST,UNKNOWN,SACRAMENTO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{FC07F0D4-1358-450E-A600-9245A37E1C24},2006,0,37.787897,-122.451353
POINT (-122.411416208661 37.800892197942),965,659 COLUMBUS AVE,UNKNOWN,COLUMBUS,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{AD28CFEA-95FF-4CDB-A6F5-086F648CB850},2005,0,37.800887,-122.411403
POINT (-122.464794008791 37.783933947861),377,251 06TH AVE,Peabody Elementary School,06TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{FE80904F-5147-46D3-8677-B1F5A2625065},2012,3,37.783929,-122.464781
POINT (-122.405280008253 37.787596947846),2624,101 GEARY ST,Swatch,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{D2FA0B7C-F933-4A60-B3A3-59B8FA2221B7},2004,0,37.787592,-122.405267
POINT (-122.497688008679 37.738094948561),510,2833 VICENTE ST,"Urban Farmer Store, The",40TH; VICENTE,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:34 AM +0000,{94286BF5-B31B-4F69-8DB2-2BC98BCD9877},2013,7,37.73809,-122.497675
POINT (-122.463512009418 37.782741948039),2627,401 CLEMENT ST,Toy Boat Dessert Cafe,CLEMENT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{0736FFB6-7C54-4A08-A15C-9E7EAB8BC1BB},2006,0,37.782737,-122.463499
POINT (-122.390961608572 37.790786748212),2527,2 FOLSOM ST,Gap Headquarters,FOLSOM,SIDEWALK,6,12,,,MTA,10/21/2017 12:21:25 AM +0000,{4048AB5E-FF16-4BDE-94AF-A631A1688D49},2015,1,37.790782,-122.390948
POINT (-122.408255008052 37.769511947499),570,290 DIVISION ST,DIAKADI Body,DIVISION,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:21 AM +0000,{900F74A9-5A7C-47BD-9042-52EDEE5250F1},2015,1,37.769507,-122.408242
POINT (-122.48993486455 37.76106720067),3434,2605 Judah,Sunset strip coffee,JUDAH,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{BAF04A6B-2F94-4255-9EF8-3F92A9DD4B1D},2016,8,37.761062,-122.489922
POINT (-122.460495493757 37.783194390364),3356,130 Clement,The Spanish Table,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:33 AM +0000,{4B41AA79-86B8-4C77-B264-2C92B3A7F0FC},2016,11,37.783189,-122.460482
POINT (-122.400813408016 37.783513307792),1542,204 03RD ST,Moscone Center,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{238285DF-F9CB-4E51-A72C-E64A7EA9A07B},2003,0,37.783508,-122.4008
POINT (-122.421922308338 37.795068647357),755,1660 PACIFIC AVE,TRX Training Centers,PACIFIC,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:21 AM +0000,{BBEB93E6-552A-4745-8616-804D4257C4BA},2015,1,37.795064,-122.421909
POINT (-122.421808008383 37.797496948309),2313,2254 POLK ST,Cole Hardware,POLK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{FB659B44-88FD-4BA1-ABBE-BDA267911F41},2010,9,37.797492,-122.421795
POINT (-122.411370309014 37.780838157466),753,1063 MARKET ST,Oriental Restaurant,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:37 AM +0000,{5B6B0837-6B63-4228-972F-223B703DBBEA},0,0,37.780833,-122.411357
POINT (-122.404398707936 37.753188097783),857,2500 24TH ST,SF General Hospital Garage,24TH,GARAGE,8,16,,,MTA,10/21/2017 12:21:38 AM +0000,{49852CBC-6A9E-4E66-B0FE-999CD1BFDF72},0,0,37.753183,-122.404386
POINT (-122.412334008559 37.760915947263),1751,2295 HARRISON ST,Mission Cliffs,HARRISON,ROADWAY,8,54,,,MTA,10/21/2017 12:22:03 AM +0000,{EAB10AD2-F6EC-4791-81F0-4232152A49BD},2014,4,37.760911,-122.412321
POINT (-122.418292007801 37.75440394828),953,2663 MISSION ST,Grand Coffee,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{E9AEF89B-6B15-465C-92F1-B71A5B5941F0},2013,4,37.754399,-122.418279
POINT (-122.430979008668 37.768928947774),1516,25 SANCHEZ ST,Duboce Park Café,SANCHEZ,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{381F4EA9-A148-48DC-BBA5-3E4416BB9954},2003,0,37.768924,-122.430966
POINT (-122.421690009306 37.7676849076),1497,333 VALENCIA ST,The Fog Building,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{A46266C7-EF81-41D3-BBF2-1183E42AFEC9},2013,9,37.76768,-122.421677
POINT (-122.421197598203 37.792604884263),3296,1725 Polk,Miles' Deli,POLK,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:50 AM +0000,{91459684-A691-49BE-9F24-6A5D07B63FE4},2017,2,37.7926,-122.421184
